,name,street,zip,city,siren,status,description,working_hours,no_cars
1458,AUTO SELECTION TOYOTA,1 a route de lourdes,65290,Juillan,722780665,Actif depuis le 30/04/2023,"Concessionnaire Exclusif TOYOTA dans les Hautes-Pyrénées 
depuis 1978, sas AUTO SELECTION vous présente sa sélection 
de véhicules d'occasion toutes marques, révisés et 
garantis 6, 12, 24 ou 36 mois! Une équipe de professionnels 
à votre écoute pour votre projet automobile. Reprise de 
votre ancien véhicule, financement et assurance.","Lundi à Vendredi : 9h00-12h00 / 14h00-19h00 
Samedi : 9h00-12h00 / 14h00-18h00",Annonces (28)
1459,Autoselects - Gap,5 G COURS LADOUCETTE,5000,Gap,987596111,Actif depuis le 22/03/2024,"Vivez l’achat de votre véhicule différemment.Achetez son véhicule avec Autoselects rime avec plaisir, performance & excellence. Tous nos véhicules d’occasions sont certifiés sur plus de 120 points de contrôles, profitent d’une garantie Autoselects Performance allant de 6 à 24 mois (extensions possibles), nous vous accompagnons sur des solutions de financement personnalisées, nous vous livrons à domicile dans tout l’Europe et sécurisons vos fonds. L’expérience Autoselects au service de votre projet véhicule d’occasions.

Nous vous proposons des véhicules de toutes marques telles que  Renault, Peugeot, Citroen, Bmw, Volkswagen, Audi, DS, Dacia, Toyota, Nissan.

Vous recherchez une berline, citadine, suv, cabriolet, sportive?   
Notre équipe se tiens à votre disposition pour vous faire vivre une expérience Automobile.","Du lundi au vendredi de 9h30 à 19h non-stop.
Samedi de 9h30 à 13h",Annonces (64)
1460,AUTO SENSE,17 CHE DES ARDILLES,78680,Epône,919912444,Actif depuis le 31/03/2023,,"Du lundi au samedi de 9h à 19h
Fermé le Dimanche",Annonces (14)
1461,AUTOS ENZO,73 CHEMIN DE LA COSTIERE,6000,Nice,415287218,Actif depuis le 23/11/2010,"L'entreprise a été fondée en 1998, ayant une grande passion 
de l'automobile 

OUVERT tous les jours et même le week-end, sur 
rendez-vous ou directement sur place au 133 AVENUE DE NICE 
06800 CAGNES SUR MER OU 73 CHEMIN DE LA COSTIERE 06000 NICE (voir Où Nous Trouver).

Possibilité de livraison dans toute la france 

règlement en 3 fois sans frais jusqu’à 2000€

Tous nos véhicules de - 10 ans sont garantis de 3 a 60 mois","Du lundi au vendredi  de 9h à 19h le week sur
 rdv",Annonces (83)
1462,AUTO SERENITE,1 RUE DE  CHAMPFLEURY,72650,La Bazoge,500009485,Actif depuis le 02/01/2018,"Entreprise familiale depuis 2007,

notre expérience et notre savoir-faire 
sont à votre service 
pour vous proposer des véhicules 
qui répondent à vos attentes
en terme de suivi et de fiabilité.

Le soin apporté à la sélection
et à la préparation des véhicules
sont gages de sérénité pour leurs
futurs propriétaires.
Notre page Facebook : https://www.facebook.com/autoserenite72/","Du lundi au jeudi de 9h à 12h  et 14h à 17h
le vendredi de 9h à 17h
et le samedi de 9h à 12h",Annonces (36)
1463,Auto sérénité 42,4 ter rue du stade centre d'activités des Tressages,42420,Lorette,908874522,Actif depuis le 15/01/2022,"Achat Vente Reprise. 
Service carte grise. 
Nettoyage.",DU LUNDI AU SAMEDI DE 9H A 19H,Annonces (8)
1464,Auto Serv 12,Parc d'activités de Peyrolebade,12500,Espalion,908780158,Actif depuis le 31/10/2020,"AUTO SERV 12 vous accueille et vous propose une
sélection de véhicules utilitaires d'occasions toutes marques",DU LUNDI AU SAMEDI DE 9 H 00 A 12 H 00 ET DE 13 H 30 A 18 H 30,Annonces (8)
1465,AUTO SERVICE 17,1 AV DU PONT NEUF,17430,Tonnay-Charente,651780207,Actif depuis le 31/07/2015,"- Groupe Barbier affaire familiale depuis 1965 
distributeur des marques OPEL , KIA.

- Vente de véhicules neuf et occasions toutes marques, 
révisés et garantis de 6 à 24 mois. un
 large choix de plus de 300 
véhicules.
 les garanties OPEL SELECTION

- Solutions de financement et d'assurance adaptées à vos 
besoins

- Location de Véhicules de tourisme et utilitaire

VISITEZ NOTRE SITE INTERNET
www.groupebarbier.fr

05 35 54 86 88","Lundi au Vendredi 8h30 - 12h et de 14h - 19h.
Samedi 9h00 - 12h00 et de 14h00 - 18h30",Annonces (45)
1466,AUTOSERVICE 85,5 IMPASSE DES ATELIERS,85280,LA FERRIERE,987759172,Actif depuis le 07/06/2024,"VENTE-ACHAT-REPRISE TOUT MARQUE DE VOITURES RÉPARATION TOUT MARQUE DE VOITURES:REVISION ,VIDANGE, FREINAGE, DISTRIBUTION, EMBRAYAGE.",,Annonces (25)
1467,AUTO SERVICE CASSARD,123 RUE DE VESOUL,25000,Besançon,325165686,Actif depuis le 24/04/2023,"AUTO SERVICE CASSARD est le 1er centre véhicules d’occasion du groupe CASSARD Automobiles, basé à Besançon.

Le groupe compte 18 sites implantés dans l’est de la France qui viennent alimenter régulièrement notre site en véhicules.

Notre objectif est de vous proposer en permanence en exposition la vente et le financement de plus de 100 véhicules d’occasion particuliers et utilitaires.
Créé en 1971, AUTO SERVICE CASSARD cultive depuis toutes ces années la satisfaction de ses clients grâce à sa proximité et son savoir faire.","Du lundi au vendredi : 9h-12h/14h-19h 
Samedi : 9h-12h/14h-18h",Annonces (3)
1468,AUTO SERVICE DISTREENNE,RUE DU PAVE DE RIOU  ZA DU CHAMP BLANCHARD,49400,Distré,821327517,Actif depuis le 31/01/2023,"Auto Service Distréenne, nous sommes situés à 10 min au sud de Saumur le long de la route de Montreuil-Bellay dans la zone commerciale du Champ Blanchard - Rue du pavé de Riou à Distré.

Nous disposons d'un showroom de véhicules neufs, d'un parc d’occasions de 40 véhicules, un atelier mécanique pour assurer l'entretien et la maintenance de tout modèles, la tôlerie, le remplacement de pare-brise, la vente de pneumatiques, le pré-contrôle technique et un magasin de pièces de rechange et d’accessoires.

Le service commercial est ouvert du lundi au vendredi de 9h à 12h et de 14h à 19h00 et le samedi de 9h00 à 12h00 et de 14h00 à 18h00.

Vous pouvez contacter votre conseiller commercial Xavier FOUQUÉ au 02 41 03 10 10.

Le service après-vente est ouvert du lundi au jeudi de 8h à 12h et de 14h à 18h. Et le vendredi de 8h à 12h et de 14h à 17h.

Pour prendre rendez-vous à l’atelier contactez notre responsable Après-Vente : Mickaël BAILLOU au 02 41 03 10 10.","Du lundi au vendredi de 8h à 12h et de 14h à 19h (Atelier 18h)

Le samedi (service commercial uniquement)  de 9h à 12h et de 14h à 18h",Annonces (27)
1469,AUTO SERVICES BAGNOLS,252 AVENUE ALPHONSE DAUDET,30200,Bagnols-Sur-Cèze,795292853,Actif depuis le 31/07/2022,"Le Garage Renault & Dacia à Bagnols sur Cèze c'est un grand choix de :

+ DE 100 VÉHICULES D'OCCASIONS, DISPONIBLES, CONTRÔLÉS ET GARANTIS.

Nous sommes spécialisés dans la vente de véhicules d'occasions toutes marques et notre réputation de qualité et de sérieux grandit chaque année. Nous sommes à votre écoute pour répondre à votre besoin de mobilité au volant de votre prochaine voiture !

Si vous ne trouvez pas votre bonheur sur le site web, n'hésitez pas à nous consulter et nous trouverons la voiture que vous recherchez selon votre budget. Citadine, berline, SUV et VU ( Kangoo, Trafic, Master...) 
Consultez nous au 04.66.90.56.80 ( standard) ou directement auprès de nos conseillers commerciaux:
Sylvie au 06.37.68.98.89
Bruno au 06.24.08.74.60

A très bientôt.","Du Lundi au Vendredi de 9h00 à 12h00 et de 
14h00 à 19h00. Le samedi de 9h00 à 12h00",Annonces (38)
1470,Auto-services la gouesniere,ZA de l'Outre Ouest,35350,La Gouesnière,423839216,Actif depuis le 23/11/2011,"Achat, vente et reprise de véhicules neufs et d'occasions récentes multimarques. Tous nos véhicules sont garantis et révisés. Vous avez la possibilité de voir nos véhicules sur parc. 
Notre expérience , nous permet de vous conseiller dans votre achat en cas de besoin.
À très bientôt.",,Annonces (14)
1471,AUTO SERVICES LANDEVANT,Impasse Jean Haroche,56690,LANDEVANT,479815870,Actif depuis le 22/12/2010,"Le GARAGE AUTO SERVICES de LANDEVANT vous propose plusieurs services :

- EN MECANIQUE : Entretien (vidanges/filtres, courroie de distribution...),
réparation automobile, pose et réparation des pneus

- EN CARROSSERIE PEINTURE: assure la remise en état des véhicules toutes marques et le changement des parebrises.

- PARC DE VEHICULES D'OCCASION

- RESTAURATION DE VIEILLES VOITURES DE COLLECTION en mécanique et carrosserie

- Service administratif de CARTE GRISE ( enregistrement du certificat de cession, changement de titulaire...)","LUNDI / VENDREDI:
9h-12h30/14h-18h30

SAMEDI:
Sur RDV",Annonces (9)
1472,AUTOS FLAUW,3 RUE DES FERMES,59810,Lesquin,419094636,Actif depuis le 31/03/2022,"vente de véhicules neufs et d'occasions, reprise, 
financement, atelier réparation
Véhicules toutes marques

Financement et Extension de garantie.","Du lundi au Vendredi de 07h30 à 12h30 et de 
13h30 à 19h00 et le Samedi de 07h30 à 12h30 
et de 13h30 à 16h00",Annonces (46)
1473,AUTOSFOCUS,CHEMIN DE CARTHAGE,13700,MARIGNANE,752388793,Actif depuis le 28/06/2012,"Établissement Autosfocus vous propose une large gamme de 
voitures d’occasion toutes marques. Alliant de bon conseils 
et des garanties sur tous les véhicules que nous proposons à
 la vente, nous sommes heureux de partager notre passion de 
l’automobile avec vous.

Nous proposons L'achat la vente et la reprise de véhicules 
d'occasions.

Tous nos véhicules sont vendus garantis.

Financement possible.

Et nous vous accompagnons jusqu'au bout de votre acquisition
 en vous proposant un service de carte grise.",,Annonces (9)
1474,AUTO SHOP,33 Bis Route de Montmorency,95330,Domont,890140429,Actif depuis le 19/02/2024,"Bienvenue chez AUTO SHOP, votre concessionnaire de confiance pour des voitures d'occasions fiables et de qualité. Nous offrons une large gamme de véhicules soigneusement inspectés, garantissant sécurités, performance et prix compétitifs. Que vous cherchiez une citadine économique, un SUV spacieux ou une berline élégante, nous avons le modèle qu'il vous faut. Trouver votre prochaine voiture n'a jamais été aussi simple.",Du lundi au vendredi de 9h à 18h,Annonces (7)
1475,Autoshop Bourges,17 Rue Charles Durand,18000,Bourges,914397542,Actif depuis le 14/04/2023,,,Annonces (26)
1476,Autoshop Tours,180 Avenue du Grand Sud,37170,Chambray-lès-Tours,914397542,Actif depuis le 02/06/2023,,,Annonces (49)
1477,AUTOSILVER,539 rue des fournels,34400,Lunel,905335071,Actif depuis le 31/12/2022,"Nous vous proposons une trentaine de véhicules d’occasion de marques prestigieuses que nous prenons soin de faire contrôler rigoureusement. 

Pour chaque véhicule, nous vous garantissons le kilométrage et sommes en mesure de vous fournir un historique complet et transparent.

Un contrôle très rigoureux des véhicules est effectué sur les points essentiels qui conditionnent son bon fonctionnement ainsi que votre sécurité et votre confort.

Nos véhicules disposent de garantie 3 mois pièces et main d'œuvre, inclus dans le prix de vente. Pour plus de tranquillité, vous pouvez choisir d'étendre la garantie jusqu'à 24 mois. Renseignez-vous auprès de notre conseiller commercial.

Nous effectuons l’entretien annuel de votre véhicule avant sa livraison. C’est l’assurance pour vous de partir au volant de votre véhicule en toute sécurité et tranquillité pendant 25 000 km (le kilométrage est fonction des préconisations du constructeur).

Nous sommes agréés et habilités par la Préfecture pour établir votre nouvelle carte grise.

Votre satisfaction étant notre priorité, n'hésitez pas à nous contacter au 04 99 13 75 44.

Notre showroom est accessible uniquement sur rendez-vous à l'adresse suivante : 

Autosilver
539 Rue des Fournels 
34400 Lunel","Du lundi au vendredi de 09h00 à 12h00 et de 14h00 à 18h00
Le samedi de 10h00 à 12h00 et de 14h00 à 17h00 
Fermé dimanche et jours fériés",Annonces (27)
1478,AUTOS INNOVATION,3 rue gustave goldenberg,67700,Saverne,808434468,Actif depuis le 26/01/2015,"Autos Innovation vous propose ses services :

Entretien multi-marques
Dépannage automobile
Vente de véhicule d'occasion
Reprise de votre véhicule actuel
Nettoyage de voiture intérieur / extérieur","Ouvert du lundi au vendredi de 8h à 12h et de
 14h à 19h Samedi de 8h30 à 12h",Annonces (37)
1479,AUTOS JP,127 avenue du general leclerc,95480,Pierrelaye,521792143,Actif depuis le 07/12/2010,"C'est si simple d'acheter votre voiture !

AUTOS JP, votre spécialiste du véhicules d'occasions

ACHAT / VENTE DE VÉHICULES DE TOUTES MARQUES

RECHERCHE PERSONNALISÉE DE VOTRE VÉHICULE SELON VOS CRITÈRES

Inspection sur 100 points de contrôle par un professionnel de l'automobile

FINANCEMENT POSSIBLE :

- 4 x en Carte Bleu (jusqu'à 3000 euros)
- Financement Total ( 3 dernières fiches de paie, Justificatif de domicile de moins de 3 
 mois, Pièce d'identité, RIB)

Extension de Garantie Possible : Garantie Europe de 3 mois à 5 ans*

Retrouvez toutes nos annonces en Tapant AUTOS JP sur la barre de recherche.

Dispositif spécial Covid-19

Point de vente aménagé : Le vendeur applique au minimum les mesures sanitaires suivantes : distanciation des personnes sur le point de vente et port d’un masque par le vendeur. Certains vendeurs porteront des gants.


 AUTOS JP
127 AV GENERAL LECLERC
95480 PIERRELAYE
TEL:01.75.39.28.84
TEL:06.23.56.83.18
TEL:06.22.66.05.49","LUNDI AU VENDREDI:
 9H30 A 12H00 ET DE 14H00 A 18H30
                         SAMEDI:
 9H30 A 12H00 ET DE 14H00 A 18H00",Annonces (33)
1480,AUTOSK,AVENUE PASTEUR . EN FACE DE PEUGEOT,84270,Vedène,887934040,Actif depuis le 30/11/2020,"4 X SANS FRAIS 2000E POSSIBLE SUR C.B --- AUTOSK vous accueille et vous propose une sélection de véhicule d'occasion et également la reprise de votre ancien véhicule DE 09H A 18H LUNDI au SAMEDI 
0618439742","DE 9H00 A 18H00 LUNDI AU SAMEDI 
AVENUE PASTEUR 84270 VEDENE 
EN FACE DE PEUGEOT CTA",Annonces (40)
1481,autos-labege.com,102 Route de Labège,31400,Toulouse,841765225,Actif depuis le 30/04/2023,"Spécialiste de la voiture d’occasion à Toulouse, autos làbège .com vous offre un large choix d’automobiles.
Implanté sur Toulouse sud-est et à proximité de Labège, Saint-Orens, Balma et Ramonville notre équipe de professionnels de l’automobile est à votre service du lundi au samedi.
Nous vous proposons des voitures d’occasion avec garantie pour partir en toute tranquilité.
autos-labege.com vous propose aussi un service financement pour l’achat de voiture d’occasion : Crédit classique / Location avec option d’achat (LOA) / Crédit bail.
Nous avons la possibilité de livrer votre nouveau véhicule partout en france.
De plus étant équipé d’une station technique, autos labege.com pourra réaliser toutes les opérations de service après vente..","DU LUNDI AU VENDREDI :
9H00 – 12H30 / 14H00 – 18H30
SAMEDI
10h00 - 17H30",Annonces (30)
1482,Autos Liberté - Camping Car,12 Rue du Chêne Vert,49124,Saint-Barthélemy-d'Anjou,413847070,Actif depuis le 01/07/2024,VENTE DE CAMPING CAR NEUF ET OCCASIONS,Du MARDI au SAMEDI de 9h à 12h30 et de 14h à 19h00,Annonces (18)
1483,AUTOS MOTORS REUNION,Rue Letimie Sadeyen,97417,La Montagne,849010905,Actif depuis le 24/09/2021,"Mr BERGEVIN gérant d’ AUTOS MOTORS Réunion vous propose ses connaissances , conseils et services , pour l’achat de votre nouveau véhicule , spécialisé dans les véhicules récents , toutes marques soigneusement sélectionnés , en stock sur l’île ou sur commande en Europe , nous vous proposons aussi un service de carte grise minute pour vous faciliter la vie dans vos démarches de changement de titulaire , changement d'adresse , enregistrement de cession de véhicules ... , n’hésitez pas à me contacter au 06 92 433 775
Autos Motors propose aussi le rachat immédiat de véhicules toutes marques","AUTOS MOTORS vous reçois tous les jours sur rdv sur ST DENIS (secteur la redoute) / 
LA MONTAGNE (secteur la vigie/chemin neuf)",Annonces (22)
1484,Autos Occasions,123 AVENUE DE LA MARNE,33700,MERIGNAC,843034653,Actif depuis le 29/10/2010,"Situé à Merignac depuis 1994, Autos Occasions Merignac vous propose des véhicules d'occasion toutes marques. Tous nos véhicules sont sélectionnés, révisés et garantis. Autos Occasions Merignac ce sont des solutions de financement, de reprise et de possibilité d'extension de garantie. Notre garage est proche de toutes commodités, gare Saint Jean et aéroport de Mérignac accessible en bus. Afin de faciliter vos démarches administratives, nous nous occupons de réaliser votre carte grise dans le cadre d’un achat de véhicule. 

Tel : 05 57 81 86 93
Mail : autooccasionmerignac@gmail.com","Du lundi au vendredi :
09h30 à 12h00 - 14h00 à 18h30
Le samedi : 
09h30 à 12h00",Annonces (15)
